"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.299084104E1,-3.936469555E-3,5.897808075E-2,-3.237290978E-1,3.290812036E-1
1.299880613E1,-1.596599817E-3,7.813549042E-2,-3.199010193E-1,3.293089221E-1
1.300680173E1,-4.104375839E-3,5.419635773E-2,-3.065684736E-1,3.113491932E-1
1.301479734E1,2.922028303E-3,6.856346130E-2,-3.287862241E-1,3.358718024E-1
1.302276243E1,-1.147869229E-2,7.335948944E-2,-2.935812771E-1,3.028255956E-1
1.303072752E1,-1.859891415E-2,7.337093353E-2,-2.991341650E-1,3.085619260E-1
1.303869260E1,-4.189282656E-3,5.901813507E-2,-3.116018176E-1,3.171693287E-1
1.304668821E1,-6.637245417E-3,6.381702423E-2,-3.047793508E-1,3.114596575E-1
1.305468381E1,-1.791983843E-3,8.059120178E-2,-3.049941361E-1,3.154672345E-1
1.306270994E1,-1.849353313E-2,7.342529297E-2,-2.885093093E-1,2.982799121E-1
1.307064451E1,-4.093855619E-3,6.146907806E-2,-2.865153849E-1,2.930635989E-1
1.307864011E1,7.384121418E-4,7.585144043E-2,-2.985735238E-1,3.080586557E-1
1.308663572E1,5.516588688E-3,6.389617920E-2,-2.748624086E-1,2.822454573E-1
1.309463132E1,-1.127836108E-2,8.785247803E-2,-2.704098821E-1,2.845465931E-1
1.310265745E1,1.264846325E-2,5.195331573E-2,-2.635020018E-1,2.688725266E-1
1.311062253E1,-4.218220711E-3,6.872463226E-2,-2.756970525E-1,2.841649753E-1
1.311864866E1,-4.228144884E-3,6.634807587E-2,-2.400365770E-1,2.490732878E-1
1.312661374E1,-1.382583380E-2,7.354640961E-2,-2.474293411E-1,2.584985626E-1
1.313457883E1,7.606387138E-3,6.877040863E-2,-2.405133098E-1,2.502676136E-1
1.314257444E1,-1.158303022E-2,4.963588715E-2,-2.357646227E-1,2.412112045E-1
1.315057004E1,-2.113908529E-2,6.881046295E-2,-2.168220878E-1,2.284590959E-1
1.315853513E1,-1.387333870E-2,9.277820587E-2,-2.166978717E-1,2.361318119E-1
1.316656126E1,2.879351377E-3,7.604122162E-2,-2.119038105E-1,2.251527991E-1
1.317452634E1,1.238411665E-2,7.606220245E-2,-2.068609893E-1,2.207493916E-1
1.318252195E1,-1.922637224E-3,8.088207245E-2,-1.968139410E-1,2.127941107E-1
1.319048704E1,-4.257827997E-3,6.176090240E-2,-1.866009682E-1,1.966022877E-1
1.319848264E1,-1.140898466E-2,6.658172607E-2,-1.788096726E-1,1.911444223E-1
1.320644773E1,-4.154205322E-3,7.619857788E-2,-1.897817850E-1,2.045497656E-1
1.321441282E1,-1.129794121E-2,7.624053955E-2,-1.933235675E-1,2.081207945E-1
1.322243894E1,1.033258438E-2,7.389640808E-2,-1.964206994E-1,2.101155219E-1
1.323040403E1,-6.339579821E-3,8.831787109E-2,-1.849162430E-1,2.050225684E-1
1.323839963E1,-1.474887133E-3,7.401180267E-2,-1.804155409E-1,1.950120243E-1
1.324636472E1,9.820163250E-4,7.407474518E-2,-1.948066205E-1,2.084170137E-1
1.325432981E1,-6.038844585E-3,9.090614319E-2,-1.754975468E-1,1.977366517E-1
1.326235593E1,-3.490328789E-3,9.577751160E-2,-1.868451834E-1,2.099919919E-1
1.327029050E1,3.823518753E-3,1.030435562E-1,-1.646645665E-1,1.942859059E-1
1.327831663E1,-3.277719021E-3,8.876609802E-2,-1.806146801E-1,2.012754984E-1
1.328631223E1,6.448894739E-3,1.056222916E-1,-1.724581569E-1,2.023350504E-1
1.329427732E1,-1.974734664E-2,1.105127335E-1,-1.808734238E-1,2.128807586E-1
1.330230344E1,-2.853065729E-3,9.386062622E-2,-1.699529588E-1,1.941699394E-1
1.331026853E1,1.877936721E-2,9.636688232E-2,-1.733157039E-1,1.991923037E-1
1.331829465E1,-7.412612438E-3,9.169673920E-2,-1.671244055E-1,1.907716062E-1
1.332629026E1,2.298921347E-3,9.900379181E-2,-1.608121246E-1,1.888586118E-1
1.333428586E1,-7.130146027E-3,1.134996414E-1,-1.280298978E-1,1.712444519E-1
1.334225095E1,-2.144336700E-3,1.016626358E-1,-1.240921170E-1,1.604329866E-1
1.335024656E1,9.957492352E-3,9.462070465E-2,-1.127734780E-1,1.475468968E-1
1.335827268E1,-6.659030914E-3,9.715652466E-2,-1.015922725E-1,1.407292536E-1
1.336623777E1,3.010451794E-3,9.730434418E-2,-1.357756853E-1,1.670695512E-1
1.337420286E1,-4.118710756E-3,9.266853333E-2,-1.244007945E-1,1.551772487E-1
1.338219846E1,-3.919810057E-3,1.095972061E-1,-1.366735697E-1,1.752329226E-1
1.339019407E1,-2.051380277E-2,1.169786453E-1,-1.310176253E-1,1.768344924E-1
1.339822019E1,-1.080137491E-2,1.243658066E-1,-1.255007535E-1,1.770140183E-1
1.340618528E1,-3.533750772E-3,1.293563843E-1,-8.423668146E-2,1.544065415E-1
1.341415037E1,-1.518484950E-2,1.131258011E-1,-9.633597732E-2,1.493607949E-1
1.342214597E1,-5.337417126E-3,1.160821915E-1,-5.823144317E-2,1.299787066E-1
1.343011106E1,-1.224967837E-2,1.238508224E-1,-3.244647384E-2,1.286151410E-1
1.343813718E1,4.822015762E-3,1.340589523E-1,-3.036785126E-2,1.375400339E-1
1.344613279E1,-4.392385483E-3,1.227769852E-1,-1.340612769E-2,1.235848105E-1
1.345412839E1,3.146499395E-3,1.282863617E-1,8.147537708E-3,1.285833326E-1
1.346209348E1,-8.567780256E-3,1.338386536E-1,4.434555769E-2,1.412540992E-1
1.347008909E1,-2.012670040E-2,1.322526932E-1,5.898317695E-2,1.462014845E-1
1.347805418E1,-5.303531885E-3,1.259088516E-1,5.660495162E-2,1.381495093E-1
1.348604978E1,-1.610517502E-4,1.363601685E-1,6.384435296E-2,1.505663405E-1
1.349404539E1,9.784460068E-3,1.516237259E-1,1.186932325E-1,1.928044952E-1
1.350207151E1,1.002323627E-2,1.452493668E-1,1.279998124E-1,1.938602481E-1
1.351006711E1,-4.285275936E-3,1.244840622E-1,1.483502090E-1,1.937070723E-1
1.351806272E1,1.028496027E-2,1.613264084E-1,1.709411442E-1,2.352718964E-1
1.352602781E1,9.441375732E-4,1.383323669E-1,1.668955684E-1,2.167737666E-1
1.353399290E1,8.226722479E-3,1.584253311E-1,1.813693643E-1,2.409587326E-1
1.354201902E1,-1.249134541E-3,1.473884583E-1,2.000440955E-1,2.484804985E-1
1.354995359E1,-3.495752811E-3,1.507349014E-1,1.850236356E-1,2.386775577E-1
1.355794919E1,-1.044994593E-2,1.516561508E-1,2.097453177E-1,2.590403207E-1
1.356594480E1,4.021495581E-3,1.525802612E-1,2.269892395E-1,2.735343185E-1
1.357394040E1,-8.060634136E-4,1.361932755E-1,2.185440958E-1,2.575087956E-1
1.358193601E1,-1.984041929E-2,1.605157852E-1,2.029090524E-1,2.594822597E-1
1.358990110E1,-1.007220149E-2,1.537370682E-1,2.067179680E-1,2.578155419E-1
1.359789670E1,-7.513880730E-3,1.636743546E-1,2.289148867E-1,2.815098188E-1
1.360586179E1,-1.682108641E-2,1.616497040E-1,2.200197577E-1,2.735365964E-1
1.361385740E1,-4.589378834E-3,1.452493668E-1,2.157284021E-1,2.601099468E-1
1.362185300E1,2.864003181E-3,1.623229980E-1,2.466025054E-1,2.952452437E-1
1.362984861E1,-4.127740860E-3,1.554422379E-1,2.294766903E-1,2.771982665E-1
1.363784421E1,-8.689790964E-3,1.581115723E-1,2.405836582E-1,2.880195798E-1
1.364580930E1,-1.317799091E-3,1.679887772E-1,2.209806442E-1,2.775867630E-1
1.365377439E1,-1.536518335E-2,1.658887863E-1,2.322670817E-1,2.858376734E-1
1.366180051E1,-5.515694618E-3,1.565618515E-1,2.477276325E-1,2.931058105E-1
1.366976560E1,-2.793878317E-3,1.544456482E-1,2.323819399E-1,2.790387607E-1
1.367773069E1,4.618287086E-3,1.594762802E-1,2.381637692E-1,2.866635545E-1
1.368572629E1,-1.161694527E-4,1.501235962E-1,2.365451753E-1,2.801619667E-1
1.369372190E1,-1.180747151E-2,1.527566910E-1,2.278296649E-1,2.745548748E-1
1.370174802E1,2.588033676E-4,1.553783417E-1,2.357749641E-1,2.823691374E-1
1.370971311E1,1.467809081E-2,1.340351105E-1,2.482213378E-1,2.824795386E-1
1.371770872E1,7.453650236E-3,1.605625153E-1,2.293845713E-1,2.800949121E-1
1.372570432E1,-1.157075167E-2,1.416053772E-1,2.296762168E-1,2.700687500E-1
1.373366941E1,-8.944362402E-3,1.561813354E-1,2.420772612E-1,2.882256261E-1
1.374169553E1,-6.426811218E-3,1.467514038E-1,2.583952546E-1,2.972295174E-1
1.374963010E1,-6.188631058E-3,1.468849182E-1,2.720894217E-1,3.092670881E-1
1.375765623E1,1.137912273E-3,1.541337967E-1,2.657511830E-1,3.072168833E-1
1.376565183E1,3.612637520E-3,1.542024612E-1,2.571012676E-1,2.998207998E-1
1.377364744E1,-5.858212709E-3,1.542596817E-1,2.578211725E-1,3.005031198E-1
1.378167356E1,8.570402861E-3,1.279859543E-1,2.538721859E-1,2.844379424E-1
1.378963865E1,-5.709916353E-3,1.544008255E-1,2.453015149E-1,2.899052453E-1
1.379766477E1,1.559036970E-2,1.616296768E-1,2.436878979E-1,2.928327230E-1
1.380566038E1,1.299759746E-2,1.544942856E-1,2.516616881E-1,2.955859047E-1
1.381365598E1,5.643099546E-3,1.473445892E-1,2.593900859E-1,2.983713948E-1
1.382168210E1,2.988368273E-3,1.521644592E-1,2.479939163E-1,2.909706781E-1
1.382964719E1,5.254834890E-3,1.306753159E-1,2.464973032E-1,2.790422405E-1
1.383767332E1,5.024969578E-3,1.330976486E-1,2.541853487E-1,2.869676391E-1
1.384566892E1,9.604156017E-3,1.307592392E-1,2.311579585E-1,2.657521782E-1
1.385366453E1,-4.892170429E-3,1.332130432E-1,2.511912286E-1,2.843706763E-1
1.386169065E1,4.540860653E-3,1.356792450E-1,2.355194688E-1,2.718435159E-1
1.386962522E1,6.688088179E-3,1.261835098E-1,2.319730520E-1,2.641562143E-1
1.387762083E1,1.619994640E-3,1.358289719E-1,2.282957435E-1,2.656521795E-1
1.388561643E1,-8.811652660E-4,1.406984329E-1,2.342451215E-1,2.732537327E-1
1.389361204E1,-1.059386134E-2,1.144437790E-1,2.330378890E-1,2.598389235E-1
1.390163816E1,-8.155107498E-3,1.097497940E-1,2.270960212E-1,2.523571396E-1
1.390960325E1,3.860324621E-3,1.122627258E-1,2.215238214E-1,2.483759754E-1
1.391756834E1,8.582681417E-3,1.123495102E-1,2.203500271E-1,2.474877963E-1
1.392556394E1,1.554813981E-2,1.124362946E-1,2.192257047E-1,2.468675243E-1
1.393352903E1,-1.097908616E-2,1.173343658E-1,2.184160948E-1,2.481803461E-1
1.394155515E1,-1.377582550E-3,1.275606155E-1,2.271062136E-1,2.604819391E-1
1.394948972E1,-8.499085903E-3,1.377525330E-1,2.376173735E-1,2.747908495E-1
1.395748533E1,-1.071837544E-2,1.287288666E-1,2.351698279E-1,2.683111116E-1
1.396548093E1,-1.050034165E-2,1.292533875E-1,2.418437004E-1,2.744176940E-1
1.397344602E1,4.035681486E-3,1.273784637E-1,2.268799543E-1,2.602231224E-1
1.398147214E1,-2.973765135E-3,1.302242279E-1,2.516947389E-1,2.834033069E-1
1.398943723E1,6.633877754E-3,1.234540939E-1,2.664676905E-1,2.937515135E-1
1.399743284E1,-1.239830256E-2,1.285915375E-1,2.612246871E-1,2.914238126E-1
1.400539792E1,-3.081858158E-4,1.313219070E-1,2.605668306E-1,2.917886418E-1
1.401339353E1,4.617422819E-3,1.028890610E-1,2.522389889E-1,2.724554770E-1
1.402135862E1,7.069617510E-3,1.055583954E-1,2.460405827E-1,2.678218114E-1
1.402932371E1,4.618585110E-3,9.862422943E-2,2.563332915E-1,2.746904190E-1
1.403731931E1,4.640370607E-3,1.036119461E-1,2.683526874E-1,2.876979896E-1
1.404528440E1,-2.534210682E-3,1.013898849E-1,2.632638216E-1,2.821243888E-1
1.405328001E1,1.183834672E-2,8.955764771E-2,2.625679374E-1,2.776736222E-1
1.406124509E1,4.615515471E-3,1.088180542E-1,2.758716345E-1,2.965937130E-1
1.406921018E1,-7.395356894E-3,9.213256836E-2,2.791733146E-1,2.940762504E-1
1.407720579E1,1.650106907E-2,1.041498184E-1,2.653871179E-1,2.855692425E-1
1.408517087E1,-1.696836948E-2,8.741569519E-2,2.968128324E-1,3.098826984E-1
1.409310544E1,-1.220160723E-2,1.065664291E-1,2.632458806E-1,2.842598753E-1
1.410113157E1,7.077366114E-3,1.161022186E-1,2.722707391E-1,2.960762902E-1
1.410906614E1,2.361744642E-3,1.184673309E-1,2.670835257E-1,2.921877753E-1
1.411709226E1,-9.591698647E-3,1.112041473E-1,2.708731890E-1,2.929686802E-1
1.412508787E1,-5.692243576E-6,1.182880402E-1,2.696876526E-1,2.944885234E-1
1.413305295E1,1.673692465E-2,9.903430939E-2,2.828353643E-1,3.001395715E-1
1.414107908E1,-1.097619534E-4,1.204395294E-1,2.787239552E-1,3.036325666E-1
1.414901365E1,-1.430809498E-4,1.131114960E-1,2.673981190E-1,2.903377086E-1
1.415703977E1,-4.978805780E-3,1.081695557E-1,2.583401203E-1,2.801161528E-1
1.416503538E1,6.974369287E-3,9.364795685E-2,2.636076808E-1,2.798349353E-1
1.417303098E1,9.337604046E-3,9.588050842E-2,2.544357777E-1,2.720621762E-1
1.418105710E1,1.166692376E-2,8.374881744E-2,2.452951670E-1,2.594604025E-1
1.418902219E1,-2.622902393E-3,9.079265594E-2,2.315582037E-1,2.487355779E-1
1.419701780E1,-1.463496685E-2,8.582592010E-2,2.437006235E-1,2.587861370E-1
1.420504392E1,-2.484321594E-4,8.325767517E-2,2.319656014E-1,2.464547473E-1
1.421300901E1,-2.168837190E-2,7.829475403E-2,2.368992567E-1,2.504430311E-1
1.422100461E1,2.620688081E-2,8.527660370E-2,2.295712829E-1,2.462963127E-1
1.422896970E1,-9.512901306E-5,9.225940704E-2,2.246325016E-1,2.428406227E-1
1.423696531E1,9.484618902E-3,1.016187668E-1,2.170951366E-1,2.398887870E-1
1.424496091E1,2.219706774E-3,8.940982819E-2,2.213004231E-1,2.386900119E-1
1.425295652E1,-5.059629679E-3,8.916187286E-2,2.086176276E-1,2.269289624E-1
1.426092161E1,4.586577415E-3,1.009044647E-1,2.224076986E-1,2.442702031E-1
1.426891721E1,9.428501129E-3,1.126203537E-1,1.999486089E-1,2.296773539E-1
1.427691282E1,1.657223701E-2,1.051549911E-1,2.250563502E-1,2.489629932E-1
1.428487790E1,-1.457929611E-2,1.096611023E-1,2.118025422E-1,2.389527780E-1
1.429284299E1,-1.455751061E-2,1.021757126E-1,2.030589581E-1,2.277822157E-1
1.430086912E1,-1.457577944E-2,1.090364456E-1,1.940789223E-1,2.230874893E-1
1.430883420E1,6.970852613E-3,1.134996414E-1,1.873829365E-1,2.191874227E-1
1.431679929E1,-1.444587111E-2,1.012105942E-1,1.902690530E-1,2.159967131E-1
1.432479490E1,-1.197874546E-2,1.008634567E-1,1.807816625E-1,2.073618497E-1
1.433275999E1,4.824042320E-3,1.124897003E-1,1.737407446E-1,2.070339354E-1
1.434078611E1,-9.526818991E-3,1.001672745E-1,1.689711213E-1,1.966608324E-1
1.434878171E1,2.352535725E-3,1.045999527E-1,1.593778133E-1,1.906514409E-1
1.435677732E1,-5.102157593E-5,1.042280197E-1,1.614559293E-1,1.921757003E-1
1.436480344E1,4.789263010E-3,1.230192184E-1,1.540433168E-1,1.971953565E-1
1.437276853E1,2.298027277E-3,1.034832001E-1,1.607468724E-1,1.911899857E-1
1.438076414E1,7.020235062E-3,1.054849625E-1,1.600700021E-1,1.918300461E-1
1.438872922E1,2.155572176E-3,1.218442917E-1,1.544492841E-1,1.967365224E-1
1.439669431E1,-2.658396959E-3,1.190519333E-1,1.607900858E-1,2.000846860E-1
1.440472044E1,2.094328403E-3,1.162490845E-1,1.405482888E-1,1.824062974E-1
1.441268552E1,4.299879074E-3,1.134433746E-1,1.347230673E-1,1.761765963E-1
1.442068113E1,-1.734480262E-2,1.321964264E-1,1.265290976E-1,1.838106359E-1
1.442864622E1,-7.899522781E-3,1.198177338E-1,1.229789853E-1,1.718793839E-1
1.443661130E1,-5.542010069E-3,1.242151260E-1,1.195762157E-1,1.725067616E-1
1.444463743E1,1.586824656E-3,1.549358368E-1,1.207412481E-1,1.964333997E-1
1.445260252E1,-3.199517727E-3,1.258106232E-1,1.195351481E-1,1.735718913E-1
1.446059812E1,8.711129427E-3,1.181297302E-1,1.191070080E-1,1.679791543E-1
1.446856321E1,1.421689987E-3,1.152591705E-1,9.264653921E-2,1.478853570E-1
1.447655881E1,-9.843409061E-4,1.148052216E-1,9.268629551E-2,1.475532351E-1
1.448458494E1,6.030946970E-3,1.311025620E-1,1.094192863E-1,1.708708117E-1
1.449258054E1,2.009397745E-2,1.228199005E-1,5.347341299E-2,1.354544270E-1
1.450054563E1,7.844448090E-3,1.145639420E-1,3.814452887E-2,1.210018068E-1
1.450854124E1,-2.088218927E-3,1.135234833E-1,2.049875259E-2,1.153782509E-1
1.451650632E1,7.289886475E-3,1.101226807E-1,7.545411587E-3,1.106213383E-1
1.452450193E1,-9.748369455E-3,1.234941483E-1,-2.489107847E-2,1.263542684E-1
1.453249753E1,9.111106396E-3,1.105461121E-1,-3.843992949E-2,1.173928589E-1
1.454046262E1,6.452977657E-3,1.120052338E-1,-5.904555321E-2,1.267800878E-1
1.454845823E1,-1.769450307E-2,1.278553009E-1,-6.552186608E-2,1.447521618E-1
1.455642332E1,-2.992987633E-2,1.365594864E-1,-8.389970660E-2,1.630443240E-1
1.456441892E1,-1.103198528E-2,1.381177902E-1,-9.263589978E-2,1.666722491E-1
1.457241453E1,-4.194825888E-3,1.349277496E-1,-1.226871312E-1,1.824149839E-1
1.458037961E1,-1.639175415E-2,1.389617920E-1,-1.119498014E-1,1.791977324E-1
1.458837522E1,4.816025496E-3,1.382493973E-1,-1.487901211E-1,2.031614877E-1
1.459637083E1,2.116978168E-3,1.471729279E-1,-1.370421350E-1,2.011091720E-1
1.460433591E1,-1.252922416E-2,1.561231613E-1,-1.445058286E-1,2.131041001E-1
1.461233152E1,-5.674391985E-3,1.339931488E-1,-1.514854133E-1,2.023220035E-1
1.462029661E1,-8.306950331E-3,1.479682922E-1,-1.654708982E-1,2.221356321E-1
1.462829221E1,-8.395344019E-3,1.452350616E-1,-2.071792781E-1,2.531540207E-1
1.463631834E1,-2.049800754E-2,1.329631805E-1,-1.952793002E-1,2.371357855E-1
1.464428342E1,-1.648664474E-3,1.302824020E-1,-2.092726827E-1,2.465183119E-1
1.465224851E1,2.683997154E-3,1.324100494E-1,-2.058566511E-1,2.447786466E-1
1.466021360E1,-1.184973121E-2,1.202116013E-1,-2.066239417E-1,2.393422204E-1
1.466820920E1,-2.465248108E-3,1.271858215E-1,-2.354314625E-1,2.676009794E-1
1.467620481E1,-5.102008581E-3,1.317911148E-1,-2.181303799E-1,2.549034937E-1
1.468416990E1,-1.247093081E-2,1.316213608E-1,-2.219953835E-1,2.583827723E-1
1.469213499E1,-1.978313923E-2,1.170997620E-1,-2.207646370E-1,2.506805772E-1
1.470010007E1,-1.740735769E-2,1.337137222E-1,-2.027647495E-1,2.435075343E-1
1.470809568E1,-5.534857512E-3,1.216030121E-1,-2.323260754E-1,2.622848309E-1
1.471606077E1,-5.750983953E-3,1.358385086E-1,-2.254401594E-1,2.632649611E-1
1.472408689E1,-1.293182373E-2,1.237535477E-1,-2.160512358E-1,2.493196926E-1
1.473205198E1,-3.459930420E-3,1.475858688E-1,-2.351750433E-1,2.776704176E-1
1.474004758E1,1.098334789E-3,1.426973343E-1,-2.488173097E-1,2.868340795E-1
1.474801267E1,-1.103228331E-2,1.402091980E-1,-2.289181352E-1,2.686705103E-1
1.475597776E1,-1.703172922E-3,1.329402924E-1,-2.492992133E-1,2.825351657E-1
1.476400388E1,-1.390826702E-2,1.424350739E-1,-2.336324155E-1,2.739804660E-1
1.477196897E1,-9.255170822E-3,1.447525024E-1,-2.394909561E-1,2.799908270E-1
1.477996458E1,2.494454384E-3,1.351060867E-1,-2.424297929E-1,2.775465393E-1
1.478792966E1,-7.295280695E-3,1.302461624E-1,-2.360311151E-1,2.696812400E-1
1.479592527E1,-5.074381828E-3,1.301889420E-1,-2.433582693E-1,2.760401370E-1
1.480392087E1,-1.718246937E-2,1.421051025E-1,-2.531029582E-1,2.907751793E-1
1.481191648E1,-1.239609718E-2,1.205234528E-1,-2.692822814E-1,2.952837838E-1
1.481988157E1,-7.579952478E-3,1.372537613E-1,-2.683670521E-1,3.015243362E-1
1.482784666E1,-1.487141848E-2,1.324405670E-1,-2.672747672E-1,2.986594449E-1
1.483581174E1,-1.725289226E-2,1.228466034E-1,-2.657608390E-1,2.932878685E-1
1.484380735E1,-7.646739483E-3,1.252250671E-1,-2.713645697E-1,2.989624052E-1
1.485180295E1,-1.238209009E-2,1.084623337E-1,-2.813335657E-1,3.017713856E-1
1.485976804E1,-1.706600189E-2,1.180391312E-1,-2.672490478E-1,2.926542985E-1
1.486773313E1,-9.663611650E-3,1.180400848E-1,-2.676812708E-1,2.927116495E-1
1.487569822E1,-1.664060354E-2,1.300077438E-1,-2.491180897E-1,2.814937757E-1
1.488369382E1,-1.174730062E-2,1.180248260E-1,-2.475676835E-1,2.745134178E-1
1.489165891E1,-2.150177956E-3,1.156148911E-1,-2.533589005E-1,2.784998362E-1
1.489968503E1,-1.885959506E-2,1.084117889E-1,-2.353983223E-1,2.598483605E-1
1.490761960E1,-6.788343191E-3,9.163093567E-2,-2.512180507E-1,2.674935868E-1
1.491561521E1,-3.042507172E-2,1.179599762E-1,-2.428055555E-1,2.716519441E-1
1.492361082E1,1.503083110E-2,1.035652161E-1,-2.251743823E-1,2.483046160E-1
1.493157590E1,-4.236906767E-3,9.874534607E-2,-2.530751228E-1,2.716902879E-1
1.493960203E1,2.752363682E-3,1.011047363E-1,-2.282283306E-1,2.496355626E-1
1.494753660E1,-9.391069412E-3,1.058616638E-1,-2.512651086E-1,2.728168595E-1
1.495556272E1,-7.112473249E-3,9.147071838E-2,-2.308971435E-1,2.484571803E-1
1.496355833E1,-2.482175827E-3,1.081943512E-1,-2.158460617E-1,2.414574521E-1
1.497155393E1,-2.951622009E-4,1.057615280E-1,-2.248115540E-1,2.484468207E-1
1.497958005E1,-7.664114237E-3,1.057262421E-1,-2.289430201E-1,2.522928524E-1
1.498751462E1,-3.080308437E-3,9.132480621E-2,-2.329751253E-1,2.502541059E-1
1.499554075E1,1.456052065E-3,1.032667160E-1,-2.293197513E-1,2.515028490E-1
1.500350584E1,-1.081249118E-2,1.008367538E-1,-2.234783024E-1,2.454129428E-1
1.501147092E1,-8.668482304E-3,1.006975174E-1,-2.366048694E-1,2.572877704E-1
1.501949705E1,-8.901119232E-3,1.005725861E-1,-2.395777553E-1,2.599837992E-1
1.502746213E1,-9.169846773E-3,9.327888489E-2,-2.324238122E-1,2.506109832E-1
1.503545774E1,-4.605472088E-3,9.797000885E-2,-2.390379012E-1,2.583765686E-1
1.504342283E1,-7.219433784E-3,9.069633484E-2,-2.262626886E-1,2.438703542E-1
1.505138792E1,-2.475291491E-3,6.907844543E-2,-2.654965818E-1,2.743472136E-1
1.505941404E1,-7.441699505E-3,9.056091309E-2,-2.608206570E-1,2.761957150E-1
1.506734861E1,-7.614284754E-3,8.332252502E-2,-2.605556250E-1,2.736601071E-1
1.507537473E1,-1.249942183E-2,8.327770233E-2,-2.476912439E-1,2.616149146E-1
1.508333982E1,4.160195589E-3,8.323669434E-2,-2.583470047E-1,2.714568646E-1
1.509133542E1,-5.564659834E-3,9.277725220E-2,-2.638459802E-1,2.797378866E-1
1.509930051E1,1.396566629E-3,8.556270599E-2,-2.830310166E-1,2.956847703E-1
1.510726560E1,-1.310718060E-2,8.553504944E-2,-2.613080144E-1,2.752633671E-1
1.511526121E1,-6.198287010E-3,7.353878021E-2,-2.629785836E-1,2.731375228E-1
1.512322629E1,-1.514494419E-3,8.309555054E-2,-2.670680285E-1,2.797007258E-1
1.513122190E1,-6.310790777E-3,8.547878265E-2,-2.754907310E-1,2.885161889E-1
1.513921751E1,5.555748940E-3,8.786201477E-2,-2.762714028E-1,2.899594593E-1
1.514718259E1,-1.833909750E-2,8.307075500E-2,-2.885603309E-1,3.008390556E-1
1.515517820E1,-6.365299225E-3,7.349681854E-2,-3.076649308E-1,3.163858547E-1
1.516314329E1,-2.777543664E-2,8.307838440E-2,-2.763941884E-1,2.899435121E-1
1.517113889E1,-1.330298185E-2,7.351016998E-2,-2.975347936E-1,3.067697310E-1
1.517916502E1,-6.029516459E-3,6.873226166E-2,-2.943457067E-1,3.023241206E-1
1.518713010E1,-2.254968882E-2,5.917358398E-2,-2.886487842E-1,2.955133197E-1
1.519512571E1,-1.034516096E-2,6.877136230E-2,-2.969190478E-1,3.049548222E-1
1.520309080E1,-1.016718149E-2,6.639480591E-2,-2.742063403E-1,2.823132283E-1
1.521108640E1,-1.242724061E-2,9.035778046E-2,-2.846521437E-1,2.989076910E-1
1.521905149E1,-5.046188831E-3,7.362174988E-2,-2.592000365E-1,2.695000650E-1
1.522704710E1,-4.966855049E-3,8.082294464E-2,-2.742714286E-1,2.859752342E-1
1.523501218E1,-9.723961353E-3,7.844543457E-2,-2.487799227E-1,2.610358052E-1
1.524303831E1,-1.203018427E-2,8.086109161E-2,-2.661419511E-1,2.784147618E-1
1.525100339E1,1.425063610E-2,7.129859924E-2,-2.475185692E-1,2.579767683E-1
1.525899900E1,-7.252186537E-3,7.371902466E-2,-2.646773458E-1,2.748475690E-1
1.526699460E1,-1.188626885E-2,9.768772125E-2,-2.504944801E-1,2.691313041E-1
1.527502073E1,1.194587350E-2,7.615852356E-2,-2.268254757E-1,2.395675709E-1
1.528301633E1,2.331525087E-3,8.336257935E-2,-2.461919039E-1,2.599330860E-1
1.529101194E1,-1.204115152E-2,8.578300476E-2,-2.342876941E-1,2.497887845E-1
1.529903806E1,-1.431348920E-2,6.427001953E-2,-2.460741550E-1,2.547312331E-1
1.530700315E1,-2.380466461E-2,8.106231689E-2,-2.267530262E-1,2.419807765E-1
1.531499876E1,-1.178675890E-2,8.827877045E-2,-2.121885121E-1,2.301217801E-1
1.532302488E1,-4.620820284E-3,7.873153687E-2,-2.120438367E-1,2.262357080E-1
1.533098997E1,1.209944487E-2,8.355331421E-2,-2.139868885E-1,2.300389996E-1
1.533895505E1,-7.084846497E-3,7.401371002E-2,-2.206352353E-1,2.328263975E-1
1.534695066E1,7.160693407E-3,8.362483978E-2,-2.008791417E-1,2.177081049E-1
1.535497678E1,-2.488285303E-3,6.690692902E-2,-2.071117759E-1,2.176649178E-1
1.536297239E1,4.643589258E-3,6.695270538E-2,-2.036580145E-1,2.144313750E-1
1.537093748E1,-2.168488503E-2,7.658004761E-2,-2.000001967E-1,2.152552360E-1
1.537896360E1,2.289295197E-3,8.381938934E-2,-1.962214112E-1,2.133864408E-1
1.538689817E1,-1.918897033E-2,9.824466705E-2,-1.852474809E-1,2.105631980E-1
1.539492429E1,-7.978081703E-5,9.351348877E-2,-1.789552569E-1,2.019152370E-1
1.540288938E1,7.120370865E-3,7.681941986E-2,-1.916170865E-1,2.065648344E-1
1.541088499E1,-2.489626408E-3,9.364795685E-2,-1.968002021E-1,2.179597615E-1
1.541888059E1,-2.475887537E-3,7.457065582E-2,-1.754817218E-1,1.906849428E-1
1.542684568E1,-7.285773754E-3,8.661746979E-2,-1.588890254E-1,1.811115429E-1
1.543481077E1,-9.644180536E-3,9.149074554E-2,-1.661500186E-1,1.899194445E-1
