"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.100994227E1,8.196026087E-3,1.191215515E-1,4.072976112E-2,1.261587584E-1
5.101790735E1,9.694099426E-4,9.985256195E-2,3.364649415E-2,1.053734333E-1
5.102593348E1,-1.830035448E-2,1.045227051E-1,2.656403184E-2,1.093871411E-1
5.103392908E1,1.044717431E-2,1.044178009E-1,3.160539269E-2,1.095952620E-1
5.104189417E1,-2.303993702E-2,1.210680008E-1,1.021623611E-2,1.236635395E-1
5.104992029E1,9.333193302E-4,1.089906693E-1,3.431645036E-2,1.142692252E-1
5.105785486E1,-1.109102368E-2,9.689807892E-2,1.987671852E-2,9.953558381E-2
5.106588099E1,-4.017293453E-3,1.039600372E-1,2.463567257E-2,1.069146592E-1
5.107387659E1,-3.030249476E-2,1.110258102E-1,6.447434425E-4,1.150886068E-1
5.108184168E1,1.039177179E-2,1.061172485E-1,7.687509060E-3,1.069016237E-1
5.108986780E1,2.469369769E-2,1.227531433E-1,1.232004166E-2,1.258169159E-1
5.109783289E1,-1.652300358E-3,1.130533218E-1,1.688823104E-2,1.143197097E-1
5.110582850E1,7.354617119E-4,1.057472229E-1,4.708468914E-3,1.058545499E-1
5.111379358E1,-8.804649115E-3,1.104154587E-1,-2.709418535E-3,1.107990808E-1
5.112178919E1,-1.115354896E-2,9.114456177E-2,6.692320108E-3,9.206801802E-2
5.112975428E1,-6.419360638E-3,1.101713181E-1,-5.593508482E-3,1.104998409E-1
5.113774988E1,-1.637250185E-3,1.100463867E-1,-1.129269600E-3,1.100643588E-1
5.114574549E1,1.037278771E-2,9.795475006E-2,-3.835052252E-3,9.857705316E-2
5.115374109E1,7.436573505E-4,1.050014496E-1,-2.356725931E-2,1.076163238E-1
5.116170618E1,-6.452381611E-3,1.024227142E-1,-1.330685616E-2,1.034848687E-1
5.116970179E1,-1.133695245E-2,1.046323776E-1,-2.953678370E-3,1.052862059E-1
5.117769739E1,4.813373089E-4,1.044473648E-1,-3.338354826E-2,1.096537505E-1
5.118569300E1,5.164414644E-3,9.947872162E-2,-2.539846301E-2,1.027996554E-1
5.119368860E1,1.692292094E-2,1.112661362E-1,-2.468663454E-2,1.152213879E-1
5.120165369E1,-9.528011084E-3,1.039028168E-1,-3.836268187E-2,1.111677727E-1
5.120967981E1,-2.376377583E-3,9.894275665E-2,-3.758534789E-2,1.058677224E-1
5.121764490E1,2.334862947E-3,1.035604477E-1,-5.834105611E-2,1.188860662E-1
5.122567103E1,-4.877269268E-3,1.105775833E-1,-2.402022481E-2,1.132614713E-1
5.123366663E1,-2.458959818E-3,1.056222916E-1,-3.766113520E-2,1.121627214E-1
5.124163172E1,-1.692569256E-2,1.126394272E-1,-3.445729613E-2,1.190017852E-1
5.124959681E1,2.165049314E-3,9.811878204E-2,-3.583857417E-2,1.044815114E-1
5.125759241E1,-2.905130386E-4,1.051435471E-1,-4.448822141E-2,1.141685234E-1
5.126561854E1,-5.231618881E-3,1.049890518E-1,-5.306783319E-2,1.177551093E-1
5.127361414E1,-5.231469870E-3,1.096324921E-1,-5.197942257E-2,1.214434517E-1
5.128157923E1,-1.245120168E-2,1.166763306E-1,-5.548471212E-2,1.297958082E-1
5.128960535E1,-3.009289503E-3,9.977626801E-2,-5.901560187E-2,1.159620660E-1
5.129753992E1,4.065662622E-3,9.485149384E-2,-6.249880791E-2,1.136636991E-1
5.130556605E1,-1.033654809E-2,1.138820648E-1,-7.048740983E-2,1.343296090E-1
5.131356165E1,-1.752936840E-2,9.221363068E-2,-7.127213478E-2,1.178573275E-1
5.132152674E1,-3.176301718E-3,1.088619232E-1,-8.868190646E-2,1.404474555E-1
5.132955286E1,-1.045665145E-2,1.135425568E-1,-8.428248763E-2,1.417913660E-1
5.133748743E1,-5.625456572E-3,9.429740906E-2,-9.167128801E-2,1.316330968E-1
5.134548304E1,-5.631715059E-3,9.659862518E-2,-1.061579883E-1,1.436402767E-1
5.135347864E1,1.435279846E-3,1.060829163E-1,-9.422606230E-2,1.418950174E-1
5.136144373E1,3.831714392E-3,1.060018539E-1,-9.173351526E-2,1.402359187E-1
5.136946985E1,-3.395497799E-3,9.395599365E-2,-8.898785710E-2,1.294530682E-1
5.137740442E1,-1.059973240E-2,9.627342224E-2,-9.113025665E-2,1.329874048E-1
5.138543055E1,-5.874752998E-3,9.141159058E-2,-7.876682281E-2,1.208089566E-1
5.139339563E1,-5.841732025E-3,8.655548096E-2,-9.034278989E-2,1.252509353E-1
5.140139124E1,-1.306334138E-2,1.104192734E-1,-7.098656893E-2,1.319172460E-1
5.140935633E1,1.286506653E-3,1.103534698E-1,-9.924030304E-2,1.484189380E-1
5.141735193E1,8.414775133E-3,1.078910828E-1,-9.636518359E-2,1.449052890E-1
5.142534754E1,-2.036854625E-2,1.126146317E-1,-9.341368079E-2,1.477262627E-1
5.143331263E1,-1.230716705E-3,1.053771973E-1,-1.093921065E-1,1.518963506E-1
5.144127772E1,3.561645746E-3,9.814071655E-2,-9.182450175E-2,1.344471074E-1
5.144927332E1,1.294893026E-2,1.100511551E-1,-8.854854107E-2,1.418441950E-1
5.145723841E1,9.254217148E-4,1.171779633E-1,-8.778238297E-2,1.464147473E-1
5.146523401E1,-1.340645552E-2,1.099510193E-1,-1.035154760E-1,1.516061129E-1
5.147322962E1,-1.604378223E-3,1.122951508E-1,-1.096137762E-1,1.569329629E-1
5.148122522E1,5.440741777E-3,9.549522400E-2,-1.035064161E-1,1.409344445E-1
5.148919031E1,4.551708698E-4,1.074256897E-1,-1.116698682E-1,1.549536881E-1
5.149718592E1,-1.990020275E-3,9.063625336E-2,-1.125183702E-1,1.444966236E-1
5.150515101E1,-4.425853491E-3,9.539794922E-2,-1.108658314E-1,1.463269950E-1
5.151317713E1,1.215076447E-2,1.073369980E-1,-1.164111495E-1,1.588094076E-1
5.152114222E1,-4.727035761E-3,1.025180817E-1,-1.004261971E-1,1.435887286E-1
5.152913782E1,-5.626678467E-5,8.812618256E-2,-8.912038803E-2,1.253342363E-1
5.153710291E1,4.600793123E-3,1.000738144E-1,-1.112250686E-1,1.496895170E-1
5.154509852E1,6.839782000E-3,1.024446487E-1,-1.070192456E-1,1.483064652E-1
5.155309412E1,-2.196750045E-2,1.024236679E-1,-1.075411439E-1,1.501275340E-1
5.156108973E1,1.137581468E-2,1.000080109E-1,-1.103585660E-1,1.493654060E-1
5.156905481E1,-5.541145802E-3,1.095676422E-1,-1.130554974E-1,1.575351326E-1
5.157705042E1,-1.045051217E-2,9.997844696E-2,-1.132436991E-1,1.514233748E-1
5.158504603E1,-1.766249537E-2,9.279346466E-2,-1.085411608E-1,1.438880621E-1
5.159304163E1,-1.036226749E-3,9.517955780E-2,-9.667208791E-2,1.356676622E-1
5.160103724E1,-8.101493120E-3,9.039402008E-2,-1.110658944E-1,1.434306311E-1
5.160903284E1,-2.000465989E-2,9.519195557E-2,-1.204467714E-1,1.548196356E-1
5.161702845E1,-1.034268737E-2,8.800983429E-2,-1.014201045E-1,1.346801385E-1
5.162499354E1,-7.977485657E-4,9.997940063E-2,-1.085481942E-1,1.475778690E-1
5.163298914E1,-1.264759898E-2,9.999275208E-2,-9.159457684E-2,1.361913313E-1
5.164098475E1,4.147350788E-3,1.095705032E-1,-8.438807726E-2,1.383627236E-1
5.164901087E1,-5.256533623E-4,8.324813843E-2,-1.128504276E-1,1.402346173E-1
5.165697596E1,-1.245835423E-2,1.071977615E-1,-1.150790751E-1,1.577649017E-1
5.166500208E1,-5.570650101E-4,1.048154831E-1,-1.193608046E-1,1.588508655E-1
5.167299769E1,-5.982816219E-4,1.000432968E-1,-1.116392016E-1,1.499077400E-1
5.168099329E1,-6.022155285E-4,1.048440933E-1,-9.686297178E-2,1.427413110E-1
5.168901941E1,1.765131950E-3,1.120452881E-1,-1.082386374E-1,1.557975125E-1
5.169698450E1,-7.873505354E-3,1.096649170E-1,-1.005462408E-1,1.489897065E-1
5.170501062E1,-7.824569941E-3,8.814239502E-2,-1.094295084E-1,1.407306755E-1
5.171297571E1,3.980755806E-3,8.576202393E-2,-8.963111043E-2,1.241157005E-1
5.172094080E1,-8.396804333E-4,9.775352478E-2,-9.135583043E-2,1.337996428E-1
5.172893641E1,1.464962959E-3,1.001625061E-1,-7.882493734E-2,1.274678175E-1
5.173693201E1,-1.061624289E-2,1.049652100E-1,-1.069720089E-1,1.502445028E-1
5.174492762E1,-1.065465808E-2,9.541416168E-2,-1.037420928E-1,1.413499410E-1
5.175289270E1,-1.779708266E-2,9.783744812E-2,-1.029553413E-1,1.431387604E-1
5.176085779E1,1.327753067E-3,1.050434113E-1,-9.018382430E-2,1.384521699E-1
5.176885340E1,-2.250188589E-2,8.831691742E-2,-7.977703214E-2,1.211222012E-1
5.177684900E1,-9.542405605E-4,9.553241730E-2,-1.123068929E-1,1.474455544E-1
5.178481409E1,8.579045534E-3,9.317398071E-2,-9.441468120E-2,1.329252524E-1
5.179284022E1,-1.547068357E-2,1.099681854E-1,-7.650649548E-2,1.348539495E-1
5.180080530E1,-5.768060684E-3,9.803962708E-2,-1.040743887E-1,1.430961823E-1
5.180880091E1,6.153702736E-3,9.328746796E-2,-8.139437437E-2,1.239575085E-1
5.181676600E1,-5.906909704E-3,9.811210632E-2,-7.546243072E-2,1.239171313E-1
5.182476160E1,-5.991369486E-3,8.857631683E-2,-8.614346385E-2,1.237026951E-1
5.183275721E1,-2.279341221E-2,9.579372406E-2,-8.025401831E-2,1.270302510E-1
5.184075281E1,-1.548370719E-2,8.865642548E-2,-9.823855758E-2,1.332310818E-1
5.184874842E1,8.488714695E-3,8.630084991E-2,-7.798334956E-2,1.166246020E-1
5.185671351E1,-1.062047482E-2,9.352970123E-2,-7.671573758E-2,1.214327134E-1
5.186470911E1,8.536934853E-3,1.079425812E-1,-8.251231909E-2,1.361350906E-1
5.187267420E1,-1.776582003E-2,9.840869904E-2,-6.930878758E-2,1.216700639E-1
5.188063929E1,-8.101493120E-3,1.056442261E-1,-7.507890463E-2,1.298583021E-1
5.188866541E1,-8.011013269E-3,8.654403687E-2,-7.846760750E-2,1.170948849E-1
5.189663050E1,-1.045930386E-2,1.105308533E-1,-4.601517320E-2,1.201826224E-1
5.190462610E1,-1.284939051E-2,1.081829071E-1,-5.188709497E-2,1.206686324E-1
5.191262171E1,1.595020294E-3,1.010560989E-1,-8.629655838E-2,1.328983642E-1
5.192061731E1,-7.991433144E-3,9.871006012E-2,-6.578937173E-2,1.188939881E-1
5.192858240E1,-1.029387116E-2,8.679676056E-2,-9.296545386E-2,1.276017909E-1
5.193657801E1,-1.502689719E-2,9.164619446E-2,-6.021419168E-2,1.106823449E-1
5.194457361E1,-1.261574030E-2,1.012897491E-1,-6.795769930E-2,1.226255238E-1
5.195253870E1,4.275351763E-3,1.133365631E-1,-8.520328999E-2,1.418557570E-1
5.196053431E1,1.995712519E-3,9.186267853E-2,-5.934169888E-2,1.093808566E-1
5.196856043E1,-5.167335272E-3,9.193134308E-2,-6.229326129E-2,1.111688967E-1
5.197649500E1,4.503458738E-3,8.961200714E-2,-7.234355807E-2,1.152570317E-1
5.198449061E1,6.926000118E-3,8.729362488E-2,-6.314498186E-2,1.079603407E-1
5.199248621E1,-1.939985156E-2,9.694099426E-2,-5.166405439E-2,1.115485774E-1
5.200045130E1,-2.535223961E-3,9.222602844E-2,-4.501017928E-2,1.026546829E-1
5.200847742E1,-4.877418280E-3,9.470558167E-2,-7.395723462E-2,1.202605877E-1
5.201644251E1,-7.255822420E-3,1.163339615E-1,-5.984538794E-2,1.310256006E-1
5.202446863E1,4.759758711E-3,1.116285324E-1,-4.575449228E-2,1.207354882E-1
5.203246424E1,-7.112771273E-3,1.141033173E-1,-4.378208518E-2,1.224215239E-1
5.204042933E1,2.131760120E-4,9.982013702E-2,-4.415136576E-2,1.091487439E-1
5.204845545E1,-2.086907625E-3,1.022939682E-1,-4.218199849E-2,1.106694724E-1
5.205639002E1,-4.434347153E-3,1.023836136E-1,-3.995656967E-2,1.099936145E-1
5.206438562E1,-4.431694746E-3,1.000680923E-1,-3.793179989E-2,1.071078170E-1
5.207238123E1,3.999471664E-4,1.073360443E-1,-3.339907527E-2,1.124130090E-1
5.208037684E1,-6.733685732E-3,1.194038391E-1,-3.823810816E-2,1.255578442E-1
5.208840296E1,-4.242897034E-3,1.027393341E-1,-2.634358406E-2,1.061478091E-1
5.209636805E1,-1.985937357E-3,9.325408936E-2,-3.348705173E-2,9.910424694E-2
5.210439417E1,-1.389700174E-2,1.077194214E-1,-2.869775891E-2,1.123394934E-1
5.211238978E1,-4.309684038E-3,1.006317139E-1,-1.196709275E-2,1.014323741E-1
5.212038538E1,4.882216454E-4,1.007308960E-1,-4.063495994E-2,1.086192973E-1
5.212835047E1,-1.943260431E-3,1.175899506E-1,-2.860435843E-2,1.210346316E-1
5.213634607E1,5.058944225E-4,9.854793549E-2,-2.837681770E-2,1.025533778E-1
5.214434168E1,1.008474827E-2,1.154079437E-1,-1.634487510E-2,1.169950878E-1
5.215230677E1,-1.145473123E-2,9.875106812E-2,-1.390630007E-2,1.003811212E-1
5.216027186E1,7.748872042E-3,9.407615662E-2,-2.803233266E-2,9.846918267E-2
5.216826746E1,-1.373934746E-2,1.085500717E-1,-1.115494967E-2,1.099832744E-1
5.217626307E1,-4.154205322E-3,9.429550171E-2,-1.335018873E-2,9.532642133E-2
5.218422815E1,3.229051828E-3,9.202384949E-2,-1.308771968E-2,9.300593560E-2
5.219225428E1,9.860694408E-4,1.089029312E-1,-1.282152534E-2,1.096595289E-1
5.220021936E1,1.061680913E-2,9.466075897E-2,-4.779994488E-4,9.525546918E-2
5.220818445E1,-8.526563644E-3,9.956932068E-2,-1.448476315E-2,1.009780188E-1
5.221614954E1,-3.636330366E-3,1.092786789E-1,2.791553736E-3,1.093747929E-1
5.222414515E1,-2.273410559E-2,1.165904999E-1,1.286002994E-2,1.194803942E-1
5.223217127E1,3.705292940E-3,1.119308472E-1,-1.150727272E-3,1.119980710E-1
5.224013636E1,6.185412407E-3,1.192951202E-1,7.653772831E-3,1.197003144E-1
5.224813196E1,-2.240589261E-2,1.099042892E-1,2.596738935E-2,1.151315861E-1
5.225609705E1,-1.034078002E-2,9.571743011E-2,2.741497755E-2,1.001016441E-1
5.226406214E1,-1.502543688E-2,1.006898880E-1,1.216471195E-2,1.025290082E-1
5.227205774E1,-5.632042885E-4,1.104583740E-1,1.858717203E-2,1.120127339E-1
5.228005335E1,-4.256963730E-4,1.058597565E-1,2.253854275E-2,1.082333367E-1
5.228801844E1,-1.225435734E-2,1.180191040E-1,3.833916783E-2,1.246939051E-1
5.229601404E1,-5.020171404E-3,1.014394760E-1,2.531659603E-2,1.046713879E-1
5.230397913E1,1.659223437E-2,1.135873795E-1,3.371787071E-2,1.196423412E-1
5.231200525E1,-2.405762672E-3,1.018066406E-1,3.751981258E-2,1.085270294E-1
5.232000086E1,7.210075855E-3,1.019763947E-1,4.815241694E-2,1.130036527E-1
5.232802698E1,1.440891623E-2,1.093320847E-1,4.684522748E-2,1.198148444E-1
5.233599207E1,-2.240478992E-3,9.753894806E-2,4.797688127E-2,1.087228001E-1
5.234398768E1,9.775847197E-3,1.001033783E-1,4.654914141E-2,1.108290400E-1
5.235198328E1,-1.887977123E-2,1.074542999E-1,4.507100582E-2,1.180435000E-1
5.235991785E1,-4.436820745E-3,9.565639496E-2,5.559790134E-2,1.107292098E-1
5.236794397E1,7.494300604E-3,1.053972244E-1,6.364807487E-2,1.233524093E-1
5.237593958E1,-1.636135578E-2,9.837722778E-2,5.718424916E-2,1.149600420E-1
5.238390467E1,-6.694227457E-3,1.033296585E-1,6.028226018E-2,1.198156163E-1
5.239193079E1,-4.208266735E-3,9.869384766E-2,6.794828176E-2,1.198964306E-1
5.239989588E1,5.391359329E-3,1.156091690E-1,6.371548772E-2,1.321143826E-1
5.240789148E1,-2.555382252E-2,9.421825409E-2,5.937859416E-2,1.142623940E-1
5.241588709E1,8.110851049E-3,1.039552689E-1,6.232610345E-2,1.214785043E-1
5.242391321E1,-6.251454353E-3,1.088905334E-1,6.749776006E-2,1.282660383E-1
5.243187830E1,-3.802746534E-3,9.466648102E-2,8.204692602E-2,1.253311676E-1
5.243984339E1,-1.564180851E-2,9.719562531E-2,7.725593448E-2,1.251404617E-1
5.244783899E1,-3.603279591E-3,1.236553192E-1,6.993731856E-2,1.421085857E-1
5.245583460E1,-5.872398615E-3,1.070165634E-1,8.405765891E-2,1.362083695E-1
5.246383020E1,-1.023948193E-3,1.023368835E-1,8.363398910E-2,1.321685679E-1
5.247179529E1,1.414954662E-3,9.765529633E-2,9.032762051E-2,1.330324698E-1
5.247979090E1,6.222546101E-3,1.073293686E-1,1.016683578E-1,1.479688090E-1
5.248775599E1,1.102906466E-2,1.146030426E-1,8.418956399E-2,1.426302223E-1
5.249578211E1,3.753334284E-3,1.050977707E-1,1.142753363E-1,1.553012601E-1
5.250374720E1,-1.024097204E-3,1.099615097E-1,8.212944865E-2,1.372509699E-1
5.251174280E1,1.187443733E-3,1.148185730E-1,7.874676585E-2,1.392327830E-1
5.251970789E1,1.070436835E-2,1.100997925E-1,9.198942780E-2,1.438700894E-1
5.252773401E1,-1.082971692E-2,1.173448563E-1,1.026796103E-1,1.563016328E-1
5.253569910E1,-1.087298989E-2,1.078357697E-1,9.197828174E-2,1.421505520E-1
5.254369471E1,3.568202257E-3,1.318426132E-1,9.545007348E-2,1.628063981E-1
5.255172083E1,1.189768314E-3,1.127433777E-1,1.011925042E-1,1.515005203E-1
5.255968592E1,-2.017256618E-2,1.032238007E-1,1.020882428E-1,1.465745365E-1
5.256768152E1,1.333296299E-2,1.032648087E-1,8.845487237E-2,1.366223007E-1
5.257564661E1,-3.485500813E-3,1.032972336E-1,1.082403660E-1,1.496610972E-1
5.258361170E1,-5.826652050E-3,1.105241776E-1,8.744832873E-2,1.410558538E-1
5.259160730E1,-2.475827932E-2,1.177616119E-1,9.063324332E-2,1.506491103E-1
5.259960291E1,-1.745322347E-2,9.386539459E-2,8.896532655E-2,1.304996423E-1
5.260759852E1,-5.274295807E-3,1.034784317E-1,1.014319360E-1,1.449966954E-1
5.261556360E1,-2.778530121E-3,9.632873535E-2,7.800152898E-2,1.239805792E-1
5.262352869E1,-5.076855421E-3,1.179075241E-1,9.283831716E-2,1.501562914E-1
5.263155481E1,4.521250725E-3,1.131391525E-1,1.003588736E-1,1.513037113E-1
5.263951990E1,-2.590328455E-3,8.922195435E-2,9.355255961E-2,1.293033192E-1
5.264751551E1,6.971180439E-3,1.155729294E-1,9.862759709E-2,1.520957010E-1
5.265548060E1,-9.681731462E-3,1.131973267E-1,1.060538590E-1,1.554181189E-1
5.266347620E1,1.197013259E-2,9.644412994E-2,1.013123691E-1,1.403885694E-1
5.267144129E1,7.165521383E-3,1.180000305E-1,8.710822463E-2,1.468441170E-1
5.267940638E1,-1.908111572E-2,1.084346771E-1,9.919956326E-2,1.481982508E-1
5.268743250E1,4.833698273E-3,1.108255386E-1,9.914585948E-2,1.487802611E-1
5.269539759E1,1.442950964E-2,1.084203720E-1,1.061252654E-1,1.523999992E-1
5.270339319E1,2.419620752E-3,1.060113907E-1,9.154316783E-2,1.400871910E-1
5.271135828E1,1.661065221E-2,1.012067795E-1,8.422133327E-2,1.327100560E-1
5.271932337E1,4.418522120E-3,1.179542542E-1,8.415821195E-2,1.449666653E-1
5.272734949E1,-5.759000778E-4,1.083631516E-1,7.210099697E-2,1.301593563E-1
5.273528406E1,-5.491018295E-3,1.083517075E-1,1.006872952E-1,1.480141048E-1
5.274331019E1,1.563012600E-3,1.059331894E-1,1.051609814E-1,1.492753015E-1
5.275130579E1,-8.007079363E-3,1.059122086E-1,9.281447530E-2,1.410533093E-1
5.275930140E1,1.572638750E-3,1.226549149E-1,9.251579642E-2,1.536420317E-1
5.276732752E1,6.391018629E-3,1.106519699E-1,8.477810025E-2,1.395422153E-1
5.277529261E1,1.824745536E-2,1.082220078E-1,9.139290452E-2,1.428202912E-1
5.278331873E1,-1.523789763E-2,1.153736115E-1,9.320059419E-2,1.490959909E-1
5.279131434E1,1.344329119E-2,1.057558060E-1,9.012052417E-2,1.395948475E-1
5.279930994E1,8.546590805E-3,1.105079651E-1,8.237144351E-2,1.380945664E-1
5.280727503E1,1.567453146E-2,1.008930206E-1,9.130600095E-2,1.369740061E-1
5.281527063E1,1.224696636E-3,1.176099777E-1,7.386013865E-2,1.388845809E-1
5.282329676E1,1.060134172E-2,1.103744507E-1,8.745911717E-2,1.412232452E-1
5.283126184E1,-3.786087036E-3,1.103296280E-1,9.144791961E-2,1.433516071E-1
5.283925745E1,5.661696196E-3,1.198482513E-1,9.526833892E-2,1.532048124E-1
5.284722254E1,-1.627326012E-3,1.006269455E-1,9.891143441E-2,1.411095397E-1
5.285521814E1,6.273388863E-4,9.337615967E-2,7.865884900E-2,1.220930599E-1
5.286324427E1,7.754117250E-3,1.148614883E-1,7.757845521E-2,1.388225650E-1
5.287123987E1,1.008287072E-2,9.804439545E-2,7.658144832E-2,1.248162088E-1
5.287923548E1,-6.706357002E-3,9.079360962E-2,8.733943105E-2,1.261611310E-1
5.288726160E1,-6.812751293E-3,1.098766327E-1,8.375385404E-2,1.383256884E-1
5.289522669E1,-1.878198981E-2,1.122083664E-1,7.302650809E-2,1.351900570E-1
5.290325281E1,9.779512882E-3,1.049470901E-1,7.174727321E-2,1.275037326E-1
5.291124842E1,2.519994974E-3,1.048793793E-1,7.536497712E-2,1.291739693E-1
5.291924402E1,-4.727780819E-3,1.024093628E-1,5.966451764E-2,1.186165425E-1
5.292720911E1,-7.168859243E-3,1.047382355E-1,6.568458676E-2,1.238384248E-1
5.293520472E1,-1.490116119E-7,1.262159348E-1,7.398429513E-2,1.463015315E-1
5.294320032E1,1.188480854E-2,1.189565659E-1,5.824187398E-2,1.329813112E-1
5.295116541E1,-7.000565529E-5,9.733963013E-2,7.371440530E-2,1.221016873E-1
5.295913050E1,-1.204961538E-2,1.044502258E-1,7.955709100E-2,1.318498147E-1
5.296712610E1,2.164185047E-3,1.139373779E-1,6.605169177E-2,1.317164977E-1
5.297509119E1,4.545539618E-3,1.066675186E-1,6.203272939E-2,1.234774513E-1
5.298308680E1,-1.937559247E-2,1.209526062E-1,4.136544466E-2,1.292905509E-1
5.299108240E1,-1.220467687E-2,1.208724976E-1,6.142291427E-2,1.361318816E-1
5.299907801E1,-2.404853702E-2,1.040344238E-1,6.225499511E-2,1.236008814E-1
5.300704310E1,-2.476036549E-3,1.183204651E-1,6.073221564E-2,1.330197926E-1
5.301500818E1,-1.303553581E-4,1.134452820E-1,6.152656674E-2,1.290556756E-1
5.302300379E1,-7.256984711E-3,9.421253204E-2,5.996045470E-2,1.119103264E-1
5.303102991E1,-1.202830672E-2,1.037054062E-1,4.161378741E-2,1.123886059E-1
5.303899500E1,-1.200258732E-2,9.644031525E-2,4.957392812E-2,1.090979874E-1
5.304699061E1,-9.539693594E-3,1.011362076E-1,4.056122899E-2,1.093835067E-1
5.305495569E1,-1.195126772E-2,1.058225632E-1,5.779263377E-2,1.211661512E-1
5.306295130E1,4.866451025E-3,8.179187775E-2,5.121174455E-2,9.662420189E-2
5.307091639E1,9.594053030E-3,9.605503082E-2,4.452750087E-2,1.063076344E-1
5.307888147E1,4.733920097E-3,9.116268158E-2,4.254415631E-2,1.007127090E-1
5.308690760E1,-2.476036549E-3,1.078186035E-1,4.055598378E-2,1.152205270E-1
5.309484217E1,-2.455890179E-3,1.053276062E-1,3.864821792E-2,1.122213027E-1
5.310283777E1,-7.166832685E-3,1.028432846E-1,4.160630703E-2,1.111718915E-1
5.311083338E1,-1.493096352E-5,1.051349640E-1,2.524000406E-2,1.081222395E-1
5.311879847E1,2.396821976E-3,1.074209213E-1,4.941082001E-2,1.182642306E-1
5.312682459E1,2.408951521E-3,1.192836761E-1,3.526628017E-2,1.244110484E-1
5.313475916E1,1.400709152E-5,1.000194550E-1,4.741296172E-2,1.106882130E-1
5.314278528E1,9.534001350E-3,1.023044586E-1,3.570351005E-2,1.087742620E-1
5.315078089E1,-1.219487190E-2,1.285200119E-1,3.104540706E-2,1.327777303E-1
5.315877649E1,-1.222482324E-2,1.068592072E-1,9.609818459E-3,1.079846520E-1
5.316680262E1,2.062320709E-3,9.476757050E-2,2.157136798E-2,9.721352530E-2
5.317476770E1,4.424124956E-3,1.090230942E-1,2.416202426E-2,1.117560350E-1
5.318276331E1,-1.470583677E-2,9.694099426E-2,1.707684994E-2,9.952606095E-2
5.319075892E1,4.514276981E-3,9.444141388E-2,2.915197611E-2,9.894138196E-2
5.319875452E1,1.161140203E-2,1.038951874E-1,2.190026641E-2,1.068113116E-1
5.320678064E1,-3.473758698E-4,1.229352951E-1,-2.042055130E-3,1.229527448E-1
5.321471522E1,-1.233926415E-2,1.084518433E-1,1.468092203E-2,1.101344143E-1
5.322274134E1,2.005487680E-3,1.107349396E-1,-2.022355795E-3,1.107715611E-1
5.323073694E1,-7.496803999E-3,1.106243134E-1,1.473274827E-2,1.118525576E-1
5.323873255E1,-1.230317354E-2,9.134960175E-2,-6.985396147E-3,9.243870173E-2
5.324669764E1,-2.643793821E-3,8.644580841E-2,-9.565025568E-3,8.701354579E-2
5.325469324E1,-2.181303501E-2,1.102647781E-1,-4.996716976E-3,1.125126525E-1
5.326268885E1,-2.674788237E-3,1.005640030E-1,-1.726377010E-2,1.020701276E-1
5.327065394E1,4.498928785E-3,1.076240540E-1,8.798807859E-3,1.080768077E-1
5.327861902E1,6.925731897E-3,1.075019836E-1,-3.478139639E-3,1.077809803E-1
5.328661463E1,-5.105793476E-3,1.073751450E-1,9.049475193E-4,1.075002782E-1
5.329461023E1,-4.967868328E-3,1.048574448E-1,-1.150795817E-2,1.056039608E-1
5.330257532E1,-4.879742861E-3,1.238870621E-1,-2.413749695E-3,1.240066217E-1
5.331060144E1,-9.725272655E-3,9.981727600E-2,-1.480221748E-2,1.013764034E-1
5.331859705E1,2.157300711E-3,9.246253967E-2,-1.862636209E-2,9.434466892E-2
5.332656214E1,4.504472017E-3,1.090517044E-1,-2.246224880E-2,1.114321189E-1
5.333455774E1,1.880347729E-2,1.232538223E-1,-3.334435821E-2,1.290616973E-1
5.334252283E1,-4.201233387E-4,1.063318253E-1,-4.189398885E-2,1.142879690E-1
5.335051844E1,-1.489070058E-2,1.013832092E-1,-3.600001335E-2,1.086107225E-1
5.335848353E1,-1.023876667E-2,1.012239456E-1,-3.003066778E-2,1.060799723E-1
5.336647913E1,1.368513703E-2,1.010751724E-1,-4.797551036E-2,1.127170043E-1
5.337444422E1,-1.026609540E-2,9.614181519E-2,-5.384624004E-2,1.106709488E-1
5.338247034E1,-7.967919111E-3,1.079702377E-1,-5.240672827E-2,1.202810257E-1
5.339040491E1,-3.277420998E-3,1.102228165E-1,-5.580431223E-2,1.235877503E-1
5.339840052E1,-8.057773113E-3,1.029090881E-1,-4.949560761E-2,1.144771737E-1
5.340636561E1,1.469612122E-3,1.099576950E-1,-3.362092376E-2,1.149922648E-1
5.341436121E1,-1.062959433E-3,9.306716919E-2,-6.550350785E-2,1.138127295E-1
5.342235682E1,-1.310586929E-2,9.772205353E-2,-5.444788933E-2,1.126318614E-1
5.343032190E1,-1.555588841E-2,9.999179840E-2,-6.954860687E-2,1.227898780E-1
5.343828699E1,-8.509755135E-3,1.094408035E-1,-7.029426098E-2,1.303494861E-1
5.344631312E1,-6.158679724E-3,9.974861145E-2,-5.889385939E-2,1.160008685E-1
5.345424769E1,-6.194621325E-3,8.766555786E-2,-7.374641299E-2,1.147264433E-1
5.346227381E1,-1.498281956E-3,1.019268036E-1,-8.599424362E-2,1.333653931E-1
