Año,Trimestre ,Población en edad de trabajar (Total),Fuerza de trabajo (Total),Ocupados (Total),Desocupados (Total),Desocupados (Cesantes),Desocupados (Buscan trabajo por primera vez),Fuera de la fuerza de trabajo (Total),Fuera de la fuerza de trabajo (Iniciadores),Fuera de la fuerza de trabajo (Inactivos potencialmente activos),Fuera de la fuerza de trabajo (Inactivos habituales),Tasa de desocupación,Tasa de ocupación ,Tasa de participación
,,en miles,en miles,en miles,en miles,en miles,en miles,en miles,en miles,en miles,en miles,tasa (%),tasa (%),tasa (%)
2015,Sep - Nov,7340.417,3705.557876,3469.286321,236.2715545,209.2075086,27.06404591,3634.859124,29.07564519,515.377942,3090.405537,6.376139907,47.26279612,50.48157177
2015,Oct - Dic,7348.795,3737.297942,3513.726441,223.5715002,195.9508884,27.62061176,3611.497058,34.2155128,496.5220882,3080.759457,5.98216957,47.81364076,50.85592865
2015,Nov - Ene,7357.09,3738.169469,3492.751852,245.4176176,210.4996568,34.91796082,3618.920531,48.1084555,527.3812189,3043.430856,6.565181692,47.4746381,50.81043551
2016,Dic - Feb,7365.366,3703.609849,3449.090676,254.5191728,216.094423,38.42474974,3661.756151,59.12096077,551.1399022,3051.495288,6.872191811,46.82850352,50.28412504
2016,Ene - Mar,7373.535,3693.891374,3418.631338,275.260036,240.8284776,34.43155842,3679.643626,57.95572649,543.9526655,3077.735234,7.451763145,46.36353306,50.09661409
2016,Feb - Abr,7381.896,3717.070748,3444.350166,272.720582,244.0619673,28.65861464,3664.825252,41.26462836,502.5739819,3120.986642,7.33697582,46.65942416,50.35387586
2016,Mar - May,7390.005,3758.945143,3472.847029,286.0981135,259.2636752,26.83443837,3631.059857,29.29096726,498.864829,3102.904061,7.611127662,46.99383869,50.86525845
2016,Abr - Jun,7398.368,3749.822219,3473.556279,276.2659399,248.5744971,27.69144287,3648.545781,24.01625354,492.7558975,3131.77363,7.367441009,46.95030416,50.68445121
2016,May -Jul,7406.561,3767.341563,3478.171562,289.1700018,259.9033183,29.26668351,3639.219437,23.02525131,484.0952649,3132.09892,7.675704391,46.96068204,50.86492319
2016,Jun - Ago,7415.929,3746.20369,3462.733295,283.4703946,257.6866222,25.78377238,3669.72531,22.83331093,487.5518995,3159.3401,7.56687084,46.69318295,50.51563587
2016,Jul - Sep,7426.209,3775.666248,3487.264271,288.4019774,263.8777131,24.52426436,3650.542752,22.79349198,500.0773569,3127.671903,7.638439376,46.95887594,50.8424453
2016,Ago - Oct,7436.475,3777.307803,3502.403079,274.9047246,255.2871196,19.61760504,3659.167197,25.45968947,508.6952068,3125.0123,7.277795164,47.09762459,50.79433204
2016,Sep - Nov,7446.619,3801.103536,3539.370302,261.733234,237.7313702,24.00186381,3645.515464,26.01267051,467.2284036,3152.27439,6.885717042,47.52989649,51.04468936
2016,Oct - Dic,7456.867,3814.628403,3568.547769,246.080634,218.011059,28.06957496,3642.238597,29.01226923,451.3499392,3161.876389,6.450972624,47.85585915,51.1559131
2016,Nov - Ene,7467.087,3823.310397,3571.592468,251.7179295,217.0846946,34.63323483,3643.776603,29.82971622,474.9504182,3138.996469,6.583769125,47.83113505,51.20216755
2017,Dic - Feb,7477.347,3809.754445,3536.578644,273.1758008,233.9491478,39.226653,3667.592555,36.60224589,491.9446416,3139.045667,7.170430659,47.2972385,50.95061718
2017,Ene - Mar,7487.657,3800.563778,3495.529072,305.0347053,264.4571884,40.57751686,3687.093222,36.68045002,479.7445172,3170.668255,8.026038324,46.68388352,50.75771737
2017,Feb - Abr,7497.959,3828.775708,3521.736801,307.0389068,267.2571737,39.7817331,3669.183293,33.13043719,447.3189364,3188.733919,8.01924506,46.96927258,51.06423905
2017,Mar - May,7508.057,3872.028289,3545.758063,326.2702262,291.4702476,34.79997868,3636.028711,25.23531904,444.412373,3166.381019,8.426338908,47.22604081,51.57164216
2017,Abr - Jun,7518.341,3863.233343,3554.75726,308.4760833,273.9660688,34.51001446,3655.107657,23.05840795,467.8227996,3164.226449,7.984919777,47.28113902,51.38411976
2017,May -Jul,7528.464,3874.416609,3574.343418,300.0731914,267.3774487,32.69574271,3654.047391,22.21140152,478.7115831,3153.124406,7.744990322,47.47772477,51.46357356
2017,Jun - Ago,7540.344,3885.733388,3607.469788,278.2635996,246.0427448,32.22085486,3654.610613,26.9703561,481.5093519,3146.130905,7.161160375,47.84224417,51.53257447
2017,Jul - Sep,7553.592,3919.418697,3635.797803,283.6208941,256.643366,26.97752806,3634.173304,28.48826029,479.6529573,3126.032086,7.236299973,48.13336228,51.88814403
2017,Ago - Oct,7566.854002,3930.859471,3628.927862,301.9316084,272.9887508,28.94285766,3635.994531,33.10074382,478.6362597,3124.257528,7.681058319,47.95821172,51.9483985
2017,Sep - Nov,7580.061008,3968.274144,3688.433342,279.8408019,252.6518808,27.18892114,3611.786864,29.97543292,465.4864177,3116.325013,7.051952354,48.65967884,52.35148028
2017,Oct - Dic,7593.444012,3988.2856,3710.842719,277.4428814,235.7576912,41.6851902,3605.158412,33.01951401,454.6969793,3117.441918,6.956444679,48.86903377,52.52274981
2017,Nov - Ene,7606.504001,4012.023834,3716.962881,295.0609524,234.7766318,60.2843206,3594.480167,36.74982573,453.3170099,3104.413332,7.35441674,48.86558767,52.74464896
2018,Dic - Feb,7619.726001,4005.500019,3686.706522,318.7934973,251.4796506,67.31384676,3614.225982,48.6109468,467.0120578,3098.602977,7.958893916,48.38371513,52.56750727
2018,Ene - Mar,7633.030001,4021.697667,3669.749078,351.9485895,287.8804652,64.06812427,3611.332334,47.95406432,457.9699516,3105.408318,8.75124434,48.07722592,52.68808935
2018,Feb - Abr,7646.354002,4007.332122,3679.825863,327.5062589,281.5460892,45.96016967,3639.02188,42.09904565,455.1412083,3141.781626,8.172675708,48.1252354,52.40840433
2018,Mar - May,7659.556,4018.511593,3675.261095,343.2504975,302.1513419,41.09915561,3641.044408,25.39681107,434.9310575,3180.716539,8.541732171,47.9826911,52.46402784
2018,Abr - Jun,7672.812,4003.818139,3666.625257,337.192882,293.1532956,44.03958643,3668.993861,20.83170327,440.5685041,3207.593654,8.421783165,47.78724224,52.18188767
2018,May -Jul,7685.933,3987.999779,3639.088146,348.9116329,307.2525711,41.65906182,3697.933221,22.47473251,425.222369,3250.23612,8.749038421,47.34738315,51.8869964
